AttributeName,AttributeValue,CampsiteAccessible,CampsiteID,CampsiteLatitude,CampsiteLongitude,CampsiteName,CampsiteReservable,CampsiteType,CreatedDate,FacilityID,LastUpdatedDate,Loop,EquipmentName,MaxLength,TypeOfUse
"Max Vehicle Length","25","false","92797","36.4896358190001","-121.14777469800001","49","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","27","Overnight"
"Max Vehicle Length","25","false","92797","36.4896358190001","-121.14777469800001","49","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","27","Overnight"
"Max Vehicle Length","25","false","92705","36.487304260000002","-121.15121415","79","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","20","Overnight"
"Max Vehicle Length","25","false","92705","36.487304260000002","-121.15121415","79","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","20","Overnight"
"Max Vehicle Length","25","false","92705","36.487304260000002","-121.15121415","79","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","20","Overnight"
"Max Vehicle Length","25","false","92454","36.489027287000098","-121.14899756299999","54","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","26","Overnight"
"Max Vehicle Length","25","false","92454","36.489027287000098","-121.14899756299999","54","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","26","Overnight"
"Max Vehicle Length","25","false","92454","36.489027287000098","-121.14899756299999","54","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","26","Overnight"
"Max Vehicle Length","25","false","92242","36.488811946000098","-121.149247406","55","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","26","Overnight"
"Max Vehicle Length","25","false","92242","36.488811946000098","-121.149247406","55","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","26","Overnight"
"Max Vehicle Length","25","false","92242","36.488811946000098","-121.149247406","55","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","26","Overnight"
"Max Vehicle Length","25","false","92716","36.489059410000003","-121.148814344","53","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","26","Overnight"
"Max Vehicle Length","25","false","92716","36.489059410000003","-121.148814344","53","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","26","Overnight"
"Max Vehicle Length","25","false","92716","36.489059410000003","-121.148814344","53","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","26","Overnight"
"Max Num of Vehicles","2","false","92451","36.487646308000102","-121.15165435","63","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","29","Overnight"
"Max Num of Vehicles","2","false","92451","36.487646308000102","-121.15165435","63","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","29","Overnight"
"Max Num of Vehicles","2","false","92451","36.487646308000102","-121.15165435","63","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","29","Overnight"
"Max Num of Vehicles","2","false","92919","36.487720666000001","-121.15199342299999","64","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","29","Overnight"
"Max Num of Vehicles","2","false","92919","36.487720666000001","-121.15199342299999","64","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","29","Overnight"
"Max Num of Vehicles","2","false","92919","36.487720666000001","-121.15199342299999","64","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","29","Overnight"
"Max Num of Vehicles","2","false","92082","36.487708769000101","-121.151472916","62","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","29","Overnight"
"Max Num of Vehicles","2","false","92082","36.487708769000101","-121.151472916","62","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","29","Overnight"
"Max Num of Vehicles","2","false","92082","36.487708769000101","-121.151472916","62","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","29","Overnight"
"Max Num of Vehicles","2","false","92576","36.487107955000099","-121.15249608400001","67","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","40","Overnight"
"Max Num of Vehicles","2","false","92576","36.487107955000099","-121.15249608400001","67","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","40","Overnight"
"Max Num of Vehicles","2","false","92576","36.487107955000099","-121.15249608400001","67","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","40","Overnight"
"Max Num of Vehicles","2","false","92896","36.4880151240001","-121.15112492","59","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","37","Overnight"
"Max Num of Vehicles","2","false","92896","36.4880151240001","-121.15112492","59","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","22","Overnight"
"Max Num of Vehicles","2","false","92896","36.4880151240001","-121.15112492","59","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","19","Overnight"
"Max Num of Vehicles","2","false","92120","36.486843239999999","-121.15261803200001","68","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","42","Overnight"
"Max Num of Vehicles","2","false","92120","36.486843239999999","-121.15261803200001","68","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","42","Overnight"
"Max Num of Vehicles","2","false","92120","36.486843239999999","-121.15261803200001","68","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","42","Overnight"
"Max Num of Vehicles","2","false","92297","36.487295336999999","-121.15238306000001","66","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","57","Overnight"
"Max Num of Vehicles","2","false","92297","36.487295336999999","-121.15238306000001","66","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","57","Overnight"
"Max Num of Vehicles","2","false","92297","36.487295336999999","-121.15238306000001","66","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","57","Overnight"
"Max Num of Vehicles","2","false","92929","36.486801599000003","-121.151835784","78","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","34","Overnight"
"Max Num of Vehicles","2","false","92929","36.486801599000003","-121.151835784","78","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","34","Overnight"
"Max Num of Vehicles","2","false","92929","36.486801599000003","-121.151835784","78","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","34","Overnight"
"Max Num of Vehicles","2","false","92009","36.486278118000001","-121.15264182600001","70","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","32","Overnight"
"Max Num of Vehicles","2","false","92009","36.486278118000001","-121.15264182600001","70","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","32","Overnight"
"Max Num of Vehicles","2","false","92009","36.486278118000001","-121.15264182600001","70","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","32","Overnight"
"Max Num of Vehicles","2","false","92677","36.487658205000102","-121.15214511400001","65","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","20","Overnight"
"Max Num of Vehicles","2","false","92677","36.487658205000102","-121.15214511400001","65","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","20","Overnight"
"Max Num of Vehicles","2","false","92677","36.487658205000102","-121.15214511400001","65","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","20","Overnight"
"Max Num of Vehicles","2","false","92262","36.488053790000002","-121.150982152","58","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","39","Overnight"
"Max Num of Vehicles","2","false","92262","36.488053790000002","-121.150982152","58","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","39","Overnight"
"Max Num of Vehicles","2","false","92262","36.488053790000002","-121.150982152","58","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","39","Overnight"
"Max Num of Vehicles","2","false","92764","36.486721291999999","-121.151972603","77","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","30","Overnight"
"Max Num of Vehicles","2","false","92764","36.486721291999999","-121.151972603","77","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","30","Overnight"
"Max Num of Vehicles","2","false","92764","36.486721291999999","-121.151972603","77","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","30","Overnight"
"Max Num of Vehicles","2","false","92003","36.486233503000101","-121.15249608400001","71","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","44","Overnight"
"Max Num of Vehicles","2","false","92003","36.486233503000101","-121.15249608400001","71","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","28","Overnight"
"Max Num of Vehicles","2","false","92003","36.486233503000101","-121.15249608400001","71","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","28","Overnight"
"Max Num of Vehicles","2","false","92797","36.4896358190001","-121.14777469800001","49","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","27","Overnight"
"Max Num of Vehicles","2","false","92797","36.4896358190001","-121.14777469800001","49","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","27","Overnight"
"Max Num of Vehicles","2","false","92797","36.4896358190001","-121.14777469800001","49","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","27","Overnight"
"Shade","Full","false","92454","36.489027287000098","-121.14899756299999","54","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","26","Overnight"
"Shade","Full","false","92454","36.489027287000098","-121.14899756299999","54","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","26","Overnight"
"Shade","Full","false","92454","36.489027287000098","-121.14899756299999","54","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","26","Overnight"
"Shade","Full","false","92242","36.488811946000098","-121.149247406","55","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","26","Overnight"
"Shade","Full","false","92242","36.488811946000098","-121.149247406","55","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","26","Overnight"
"Shade","Full","false","92242","36.488811946000098","-121.149247406","55","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","26","Overnight"
"Shade","Full","false","92716","36.489059410000003","-121.148814344","53","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","26","Overnight"
"Shade","Full","false","92716","36.489059410000003","-121.148814344","53","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","26","Overnight"
"Shade","Full","false","92716","36.489059410000003","-121.148814344","53","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","26","Overnight"
"Shade","Full","false","92896","36.4880151240001","-121.15112492","59","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","37","Overnight"
"Shade","Full","false","92896","36.4880151240001","-121.15112492","59","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","22","Overnight"
"Shade","Full","false","92896","36.4880151240001","-121.15112492","59","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","19","Overnight"
"Shade","Full","false","92262","36.488053790000002","-121.150982152","58","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","39","Overnight"
"Shade","Full","false","92262","36.488053790000002","-121.150982152","58","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","39","Overnight"
"Shade","Full","false","92262","36.488053790000002","-121.150982152","58","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","39","Overnight"
"Shade","Full","false","92278","36.487863434000097","-121.151502659","61","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","24","Overnight"
"Shade","Full","false","92278","36.487863434000097","-121.151502659","61","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","24","Overnight"
"Shade","Full","false","92278","36.487863434000097","-121.151502659","61","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","24","Overnight"
"Shade","Full","false","92768","36.488110302999999","-121.15064010499999","57","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","27","Overnight"
"Shade","Full","false","92768","36.488110302999999","-121.15064010499999","57","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","27","Overnight"
"Shade","Full","false","92768","36.488110302999999","-121.15064010499999","57","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","27","Overnight"
"Shade","Full","false","92914","36.487958612000099","-121.151276611","60","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","24","Overnight"
"Shade","Full","false","92914","36.487958612000099","-121.151276611","60","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","24","Overnight"
"Shade","Full","false","92914","36.487958612000099","-121.151276611","60","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","24","Overnight"
"Shade","Full","false","92797","36.4896358190001","-121.14777469800001","49","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","27","Overnight"
"Shade","Full","false","92797","36.4896358190001","-121.14777469800001","49","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","27","Overnight"
"Shade","Full","false","92797","36.4896358190001","-121.14777469800001","49","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","RV","27","Overnight"
"Base Number of People","0","false","92929","36.486801599000003","-121.151835784","78","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Trailer","34","Overnight"
"Base Number of People","0","false","92929","36.486801599000003","-121.151835784","78","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-08-20","C","Tent","34","Overnight"
